order_id,customer_id,product_id,quantity,unit_price,total_amount,status,currency,order_date,shipped_at,delivered_at,_source,_loaded_at
O00268,C00835,P00023,7,2422.1459,16955.0213,delivered,VND,2024-12-02T00:00:00+00:00,2024-12-07T00:00:00+00:00,2024-12-12T00:00:00+00:00,shopify,2024-12-12T01:00:00+00:00
O00269,C00053,P00975,10,1508.709,15087.09,cancelled,VND,2024-09-20T00:00:00+00:00,2024-09-21T00:00:00+00:00,2024-09-24T00:00:00+00:00,oms,2024-09-24T01:00:00+00:00
O00270,C00865,P00803,4,4404.9233,17619.6932,pending,VND,2024-09-11T00:00:00+00:00,2024-09-15T00:00:00+00:00,2024-09-18T00:00:00+00:00,shopify,2024-09-18T01:00:00+00:00
O00271,C00423,P00761,7,2102.2647,14715.8529,paid,VND,2024-12-05T00:00:00+00:00,2024-12-08T00:00:00+00:00,2024-12-10T00:00:00+00:00,oms,2024-12-10T01:00:00+00:00
O00272,C00639,P00493,2,3877.0805,7754.161,delivered,VND,2024-02-28T00:00:00+00:00,2024-03-03T00:00:00+00:00,2024-03-10T00:00:00+00:00,oms,2024-03-10T01:00:00+00:00
O00273,C00425,P00485,1,1675.5914,1675.5914,paid,VND,2025-01-14T00:00:00+00:00,2025-01-15T00:00:00+00:00,2025-01-20T00:00:00+00:00,shopify,2025-01-20T01:00:00+00:00
O00274,C00901,P00504,7,2946.2319,20623.6233,shipped,VND,2025-02-19T00:00:00+00:00,2025-02-23T00:00:00+00:00,2025-02-27T00:00:00+00:00,oms,2025-02-27T01:00:00+00:00
O00275,C00626,P00824,3,1687.1953,5061.5859,delivered,VND,2025-09-04T00:00:00+00:00,2025-09-07T00:00:00+00:00,2025-09-17T00:00:00+00:00,oms,2025-09-17T01:00:00+00:00
O00276,C00104,P00085,2,3983.0095,7966.019,delivered,VND,2024-01-09T00:00:00+00:00,2024-01-11T00:00:00+00:00,2024-01-20T00:00:00+00:00,shopify,2024-01-20T01:00:00+00:00
O00277,C00919,P00095,3,4959.268,14877.804,pending,VND,2024-01-03T00:00:00+00:00,2024-01-07T00:00:00+00:00,2024-01-10T00:00:00+00:00,oms,2024-01-10T01:00:00+00:00
O00278,C00299,P00864,6,3396.9112,20381.4672,pending,VND,2024-12-31T00:00:00+00:00,2025-01-06T00:00:00+00:00,2025-01-16T00:00:00+00:00,oms,2025-01-16T01:00:00+00:00
O00279,C00170,P00915,5,1657.4073,8287.0365,pending,VND,2024-02-09T00:00:00+00:00,2024-02-14T00:00:00+00:00,2024-02-16T00:00:00+00:00,oms,2024-02-16T01:00:00+00:00
O00280,C00842,P00945,4,3949.818,15799.272,pending,VND,2025-02-04T00:00:00+00:00,2025-02-11T00:00:00+00:00,2025-02-19T00:00:00+00:00,shopify,2025-02-19T01:00:00+00:00
O00281,C00608,P00299,10,4185.8806,41858.806,shipped,VND,2024-03-14T00:00:00+00:00,2024-03-21T00:00:00+00:00,2024-03-31T00:00:00+00:00,oms,2024-03-31T01:00:00+00:00
O00282,C00067,P00474,10,4263.4532,42634.532,pending,VND,2024-06-10T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-25T00:00:00+00:00,shopify,2024-06-25T01:00:00+00:00
O00283,C00622,P00230,5,169.8483,849.2415,delivered,VND,2024-12-12T00:00:00+00:00,2024-12-18T00:00:00+00:00,2024-12-21T00:00:00+00:00,shopify,2024-12-21T01:00:00+00:00
O00284,C00368,P00975,9,1538.9298,13850.3682,delivered,VND,2025-10-31T00:00:00+00:00,2025-11-06T00:00:00+00:00,2025-11-13T00:00:00+00:00,oms,2025-11-13T01:00:00+00:00
O00285,C00814,P00868,5,3334.6143,16673.0715,paid,VND,2024-08-03T00:00:00+00:00,2024-08-05T00:00:00+00:00,2024-08-13T00:00:00+00:00,oms,2024-08-13T01:00:00+00:00
O00286,C00038,P00082,1,2942.5386,2942.5386,delivered,VND,2024-04-30T00:00:00+00:00,2024-05-02T00:00:00+00:00,2024-05-04T00:00:00+00:00,oms,2024-05-04T01:00:00+00:00
O00287,C00153,P00741,2,1419.5516,2839.1032,cancelled,VND,2024-12-06T00:00:00+00:00,2024-12-12T00:00:00+00:00,2024-12-18T00:00:00+00:00,oms,2024-12-18T01:00:00+00:00
O00288,C00736,P00494,7,2055.304,14387.128,cancelled,VND,2025-10-21T00:00:00+00:00,2025-10-27T00:00:00+00:00,2025-11-05T00:00:00+00:00,shopify,2025-11-05T01:00:00+00:00
O00289,C00960,P00727,4,4478.9923,17915.9692,paid,VND,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,2025-11-09T00:00:00+00:00,shopify,2025-11-09T01:00:00+00:00
O00290,C00197,P00354,2,254.0718,508.1436,delivered,VND,2024-09-15T00:00:00+00:00,2024-09-19T00:00:00+00:00,2024-09-22T00:00:00+00:00,shopify,2024-09-22T01:00:00+00:00
O00291,C00675,P00990,7,3920.7867,27445.5069,shipped,VND,2024-11-27T00:00:00+00:00,2024-12-01T00:00:00+00:00,2024-12-04T00:00:00+00:00,shopify,2024-12-04T01:00:00+00:00
O00292,C00675,P00323,10,4341.988,43419.88,shipped,VND,2024-07-07T00:00:00+00:00,2024-07-08T00:00:00+00:00,2024-07-11T00:00:00+00:00,shopify,2024-07-11T01:00:00+00:00
O00293,C00096,P00499,6,749.3572,4496.1432,cancelled,VND,2024-05-23T00:00:00+00:00,2024-05-25T00:00:00+00:00,2024-06-03T00:00:00+00:00,shopify,2024-06-03T01:00:00+00:00
O00294,C00981,P00285,4,3606.7141,14426.8564,shipped,VND,2025-03-03T00:00:00+00:00,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,shopify,2025-03-05T01:00:00+00:00
O00295,C00820,P00630,6,1692.5273,10155.1638,paid,VND,2024-04-17T00:00:00+00:00,2024-04-21T00:00:00+00:00,2024-04-30T00:00:00+00:00,oms,2024-04-30T01:00:00+00:00
O00296,C00152,P00341,9,1374.4957,12370.4613,cancelled,VND,2025-02-04T00:00:00+00:00,2025-02-09T00:00:00+00:00,2025-02-19T00:00:00+00:00,oms,2025-02-19T01:00:00+00:00
O00297,C00446,P00789,1,2280.213,2280.213,cancelled,VND,2025-08-28T00:00:00+00:00,2025-09-02T00:00:00+00:00,2025-09-07T00:00:00+00:00,shopify,2025-09-07T01:00:00+00:00
O00298,C00046,P00292,6,99.3954,596.3724,delivered,VND,2025-08-26T00:00:00+00:00,2025-09-01T00:00:00+00:00,2025-09-03T00:00:00+00:00,shopify,2025-09-03T01:00:00+00:00
O00299,C00952,P00475,10,2863.7693,28637.693,paid,VND,2024-11-18T00:00:00+00:00,2024-11-25T00:00:00+00:00,2024-12-05T00:00:00+00:00,shopify,2024-12-05T01:00:00+00:00
O00300,C00272,P00308,1,4085.514,4085.514,delivered,VND,2025-11-15T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-25T00:00:00+00:00,shopify,2025-11-25T01:00:00+00:00
O00301,C00005,P00544,4,212.3153,849.2612,pending,VND,2025-04-05T00:00:00+00:00,2025-04-07T00:00:00+00:00,2025-04-14T00:00:00+00:00,shopify,2025-04-14T01:00:00+00:00
O00302,C00049,P00982,2,4013.932,8027.864,delivered,VND,2024-10-07T00:00:00+00:00,2024-10-12T00:00:00+00:00,2024-10-21T00:00:00+00:00,oms,2024-10-21T01:00:00+00:00
O00303,C00514,P00890,5,3846.8153,19234.0765,cancelled,VND,2025-11-10T00:00:00+00:00,2025-11-11T00:00:00+00:00,2025-11-19T00:00:00+00:00,oms,2025-11-19T01:00:00+00:00
O00304,C00547,P00678,9,1444.9101,13004.1909,delivered,VND,2024-04-28T00:00:00+00:00,2024-05-05T00:00:00+00:00,2024-05-09T00:00:00+00:00,shopify,2024-05-09T01:00:00+00:00
O00305,C00182,P00559,4,80.9147,323.6588,paid,VND,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,2025-03-22T00:00:00+00:00,shopify,2025-03-22T01:00:00+00:00
O00306,C00022,P00102,3,4656.0991,13968.2973,shipped,VND,2024-09-21T00:00:00+00:00,2024-09-23T00:00:00+00:00,2024-09-28T00:00:00+00:00,shopify,2024-09-28T01:00:00+00:00
O00307,C00166,P00928,7,1028.4257,7198.9799,shipped,VND,2024-06-16T00:00:00+00:00,2024-06-19T00:00:00+00:00,2024-06-21T00:00:00+00:00,shopify,2024-06-21T01:00:00+00:00
O00308,C00556,P00709,9,3198.7228,28788.5052,pending,VND,2024-03-19T00:00:00+00:00,2024-03-21T00:00:00+00:00,2024-03-23T00:00:00+00:00,oms,2024-03-23T01:00:00+00:00
O00309,C00068,P00798,5,4826.0669,24130.3345,shipped,VND,2024-04-26T00:00:00+00:00,2024-05-03T00:00:00+00:00,2024-05-11T00:00:00+00:00,oms,2024-05-11T01:00:00+00:00
O00310,C00513,P00785,9,2331.8332,20986.4988,shipped,VND,2024-05-05T00:00:00+00:00,2024-05-09T00:00:00+00:00,2024-05-19T00:00:00+00:00,oms,2024-05-19T01:00:00+00:00
O00311,C00365,P00808,2,1772.6684,3545.3368,cancelled,VND,2025-02-01T00:00:00+00:00,2025-02-08T00:00:00+00:00,2025-02-12T00:00:00+00:00,shopify,2025-02-12T01:00:00+00:00
O00312,C00743,P00019,10,4023.8329,40238.329,paid,VND,2024-03-29T00:00:00+00:00,2024-03-30T00:00:00+00:00,2024-04-02T00:00:00+00:00,shopify,2024-04-02T01:00:00+00:00
O00313,C00165,P00535,9,978.9105,8810.1945,shipped,VND,2025-10-08T00:00:00+00:00,2025-10-11T00:00:00+00:00,2025-10-12T00:00:00+00:00,shopify,2025-10-12T01:00:00+00:00
O00314,C00812,P00775,7,526.8112,3687.6784,paid,VND,2025-06-08T00:00:00+00:00,2025-06-15T00:00:00+00:00,2025-06-22T00:00:00+00:00,oms,2025-06-22T01:00:00+00:00
O00315,C00195,P00636,8,3869.5823,30956.6584,delivered,VND,2024-03-09T00:00:00+00:00,2024-03-15T00:00:00+00:00,2024-03-19T00:00:00+00:00,shopify,2024-03-19T01:00:00+00:00
O00316,C00397,P00330,6,1003.5743,6021.4458,paid,VND,2024-02-12T00:00:00+00:00,2024-02-13T00:00:00+00:00,2024-02-21T00:00:00+00:00,oms,2024-02-21T01:00:00+00:00
O00317,C00585,P00364,1,4938.4354,4938.4354,delivered,VND,2025-01-16T00:00:00+00:00,2025-01-22T00:00:00+00:00,2025-01-28T00:00:00+00:00,oms,2025-01-28T01:00:00+00:00
O00318,C00993,P00323,8,435.2741,3482.1928,cancelled,VND,2024-04-08T00:00:00+00:00,2024-04-13T00:00:00+00:00,2024-04-22T00:00:00+00:00,oms,2024-04-22T01:00:00+00:00
O00319,C00608,P00140,8,2476.7836,19814.2688,pending,VND,2025-07-18T00:00:00+00:00,2025-07-24T00:00:00+00:00,2025-07-30T00:00:00+00:00,oms,2025-07-30T01:00:00+00:00
O00320,C00806,P00856,6,1237.7275,7426.365,shipped,VND,2025-07-03T00:00:00+00:00,2025-07-10T00:00:00+00:00,2025-07-17T00:00:00+00:00,oms,2025-07-17T01:00:00+00:00
O00321,C00880,P00110,1,4695.8526,4695.8526,delivered,VND,2025-11-11T00:00:00+00:00,2025-11-13T00:00:00+00:00,2025-11-18T00:00:00+00:00,oms,2025-11-18T01:00:00+00:00
O00322,C00288,P00349,7,4906.7382,34347.1674,delivered,VND,2025-06-27T00:00:00+00:00,2025-06-30T00:00:00+00:00,2025-07-02T00:00:00+00:00,shopify,2025-07-02T01:00:00+00:00
O00323,C00757,P00308,7,123.4339,864.0373,pending,VND,2024-10-18T00:00:00+00:00,2024-10-21T00:00:00+00:00,2024-10-24T00:00:00+00:00,oms,2024-10-24T01:00:00+00:00
O00324,C00954,P00538,10,3001.7342,30017.342,pending,VND,2024-04-12T00:00:00+00:00,2024-04-15T00:00:00+00:00,2024-04-17T00:00:00+00:00,shopify,2024-04-17T01:00:00+00:00
O00325,C00787,P00342,6,4443.1578,26658.9468,cancelled,VND,2024-07-06T00:00:00+00:00,2024-07-11T00:00:00+00:00,2024-07-15T00:00:00+00:00,oms,2024-07-15T01:00:00+00:00
O00326,C00238,P00051,5,1564.3277,7821.6385,pending,VND,2025-07-17T00:00:00+00:00,2025-07-24T00:00:00+00:00,2025-08-02T00:00:00+00:00,shopify,2025-08-02T01:00:00+00:00
O00327,C00929,P00566,5,511.1742,2555.871,shipped,VND,2025-02-17T00:00:00+00:00,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,shopify,2025-02-25T01:00:00+00:00
O00328,C00096,P00674,6,1352.5505,8115.303,pending,VND,2024-02-23T00:00:00+00:00,2024-02-25T00:00:00+00:00,2024-02-27T00:00:00+00:00,oms,2024-02-27T01:00:00+00:00
O00329,C00110,P00913,8,222.199,1777.592,pending,VND,2025-01-04T00:00:00+00:00,2025-01-08T00:00:00+00:00,2025-01-17T00:00:00+00:00,shopify,2025-01-17T01:00:00+00:00
O00330,C00163,P00606,9,4476.1724,40285.5516,paid,VND,2024-09-10T00:00:00+00:00,2024-09-11T00:00:00+00:00,2024-09-17T00:00:00+00:00,oms,2024-09-17T01:00:00+00:00
O00331,C00665,P00941,10,3506.4804,35064.804,delivered,VND,2024-04-16T00:00:00+00:00,2024-04-22T00:00:00+00:00,2024-04-23T00:00:00+00:00,oms,2024-04-23T01:00:00+00:00
O00332,C00747,P00726,3,855.1542,2565.4626,delivered,VND,2025-11-29T00:00:00+00:00,2025-12-04T00:00:00+00:00,2025-12-08T00:00:00+00:00,oms,2025-12-08T01:00:00+00:00
O00333,C00698,P00536,5,2887.6869,14438.4345,paid,VND,2024-07-11T00:00:00+00:00,2024-07-15T00:00:00+00:00,2024-07-24T00:00:00+00:00,oms,2024-07-24T01:00:00+00:00
O00334,C00441,P00217,10,3337.7426,33377.426,shipped,VND,2024-07-16T00:00:00+00:00,2024-07-23T00:00:00+00:00,2024-08-01T00:00:00+00:00,shopify,2024-08-01T01:00:00+00:00
O00335,C00140,P00415,10,2063.5997,20635.997,paid,VND,2025-08-15T00:00:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T00:00:00+00:00,oms,2025-08-23T01:00:00+00:00
O00336,C00724,P00431,5,3245.2047,16226.0235,delivered,VND,2025-05-24T00:00:00+00:00,2025-05-25T00:00:00+00:00,2025-05-27T00:00:00+00:00,oms,2025-05-27T01:00:00+00:00
O00337,C00765,P00260,3,2887.3139,8661.9417,paid,VND,2025-10-18T00:00:00+00:00,2025-10-23T00:00:00+00:00,2025-10-25T00:00:00+00:00,oms,2025-10-25T01:00:00+00:00
O00338,C00729,P00042,4,4990.7434,19962.9736,delivered,VND,2024-02-17T00:00:00+00:00,2024-02-23T00:00:00+00:00,2024-02-25T00:00:00+00:00,oms,2024-02-25T01:00:00+00:00
O00339,C00989,P00224,5,4797.4051,23987.0255,pending,VND,2025-08-11T00:00:00+00:00,2025-08-12T00:00:00+00:00,2025-08-16T00:00:00+00:00,oms,2025-08-16T01:00:00+00:00
O00340,C00424,P00110,6,1039.6039,6237.6234,shipped,VND,2024-05-27T00:00:00+00:00,2024-05-29T00:00:00+00:00,2024-05-31T00:00:00+00:00,shopify,2024-05-31T01:00:00+00:00
O00341,C00421,P00388,9,3404.7695,30642.9255,paid,VND,2025-03-30T00:00:00+00:00,2025-04-05T00:00:00+00:00,2025-04-09T00:00:00+00:00,oms,2025-04-09T01:00:00+00:00
O00342,C00399,P00362,4,4351.0559,17404.2236,delivered,VND,2025-11-09T00:00:00+00:00,2025-11-11T00:00:00+00:00,2025-11-19T00:00:00+00:00,shopify,2025-11-19T01:00:00+00:00
O00343,C00448,P00051,5,25.2564,126.282,pending,VND,2025-04-19T00:00:00+00:00,2025-04-21T00:00:00+00:00,2025-04-22T00:00:00+00:00,shopify,2025-04-22T01:00:00+00:00
O00344,C00537,P00297,4,2072.8877,8291.5508,shipped,VND,2024-10-21T00:00:00+00:00,2024-10-23T00:00:00+00:00,2024-10-28T00:00:00+00:00,oms,2024-10-28T01:00:00+00:00
O00345,C00437,P00788,1,2371.4375,2371.4375,delivered,VND,2025-06-26T00:00:00+00:00,2025-06-27T00:00:00+00:00,2025-07-07T00:00:00+00:00,shopify,2025-07-07T01:00:00+00:00
O00346,C00311,P00660,4,2252.2219,9008.8876,delivered,VND,2024-10-09T00:00:00+00:00,2024-10-16T00:00:00+00:00,2024-10-24T00:00:00+00:00,shopify,2024-10-24T01:00:00+00:00
O00347,C00165,P00492,4,2196.2652,8785.0608,delivered,VND,2024-05-16T00:00:00+00:00,2024-05-17T00:00:00+00:00,2024-05-21T00:00:00+00:00,shopify,2024-05-21T01:00:00+00:00
O00348,C00225,P00972,9,2553.3916,22980.5244,shipped,VND,2024-05-28T00:00:00+00:00,2024-05-29T00:00:00+00:00,2024-06-03T00:00:00+00:00,shopify,2024-06-03T01:00:00+00:00
O00349,C00707,P00102,5,4311.392,21556.96,delivered,VND,2025-06-12T00:00:00+00:00,2025-06-19T00:00:00+00:00,2025-06-24T00:00:00+00:00,oms,2025-06-24T01:00:00+00:00
O00350,C00065,P00581,2,1213.7166,2427.4332,cancelled,VND,2024-10-16T00:00:00+00:00,2024-10-19T00:00:00+00:00,2024-10-23T00:00:00+00:00,oms,2024-10-23T01:00:00+00:00
O00351,C00643,P00509,9,26.8205,241.3845,delivered,VND,2024-01-21T00:00:00+00:00,2024-01-24T00:00:00+00:00,2024-02-02T00:00:00+00:00,shopify,2024-02-02T01:00:00+00:00
O00352,C00002,P00493,4,944.9856,3779.9424,shipped,VND,2024-11-09T00:00:00+00:00,2024-11-15T00:00:00+00:00,2024-11-22T00:00:00+00:00,shopify,2024-11-22T01:00:00+00:00
O00353,C00601,P00205,7,3352.483,23467.381,shipped,VND,2025-09-08T00:00:00+00:00,2025-09-13T00:00:00+00:00,2025-09-23T00:00:00+00:00,oms,2025-09-23T01:00:00+00:00
O00354,C00390,P00484,10,989.381,9893.81,shipped,VND,2024-09-07T00:00:00+00:00,2024-09-10T00:00:00+00:00,2024-09-11T00:00:00+00:00,shopify,2024-09-11T01:00:00+00:00
O00355,C00483,P00778,4,2667.1051,10668.4204,cancelled,VND,2025-05-19T00:00:00+00:00,2025-05-21T00:00:00+00:00,2025-05-28T00:00:00+00:00,oms,2025-05-28T01:00:00+00:00
O00356,C00707,P00079,2,2830.1432,5660.2864,pending,VND,2024-05-20T00:00:00+00:00,2024-05-22T00:00:00+00:00,2024-05-29T00:00:00+00:00,oms,2024-05-29T01:00:00+00:00
O00357,C00479,P00423,9,4979.8207,44818.3863,delivered,VND,2024-03-15T00:00:00+00:00,2024-03-16T00:00:00+00:00,2024-03-25T00:00:00+00:00,oms,2024-03-25T01:00:00+00:00
O00358,C00227,P00756,4,1100.1676,4400.6704,pending,VND,2024-04-09T00:00:00+00:00,2024-04-10T00:00:00+00:00,2024-04-15T00:00:00+00:00,shopify,2024-04-15T01:00:00+00:00
O00359,C00124,P00288,10,4450.1098,44501.098,paid,VND,2024-08-02T00:00:00+00:00,2024-08-03T00:00:00+00:00,2024-08-09T00:00:00+00:00,oms,2024-08-09T01:00:00+00:00
O00360,C00096,P00825,5,3957.5867,19787.9335,pending,VND,2025-07-03T00:00:00+00:00,2025-07-09T00:00:00+00:00,2025-07-13T00:00:00+00:00,shopify,2025-07-13T01:00:00+00:00
O00361,C00706,P00284,9,843.5183,7591.6647,paid,VND,2024-01-07T00:00:00+00:00,2024-01-14T00:00:00+00:00,2024-01-22T00:00:00+00:00,shopify,2024-01-22T01:00:00+00:00
O00362,C00909,P00339,2,452.6638,905.3276,shipped,VND,2025-08-19T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-31T00:00:00+00:00,oms,2025-08-31T01:00:00+00:00
O00363,C00438,P00714,6,4673.9276,28043.5656,pending,VND,2025-04-08T00:00:00+00:00,2025-04-13T00:00:00+00:00,2025-04-16T00:00:00+00:00,oms,2025-04-16T01:00:00+00:00
O00364,C00643,P00586,1,3339.82,3339.82,paid,VND,2024-07-16T00:00:00+00:00,2024-07-18T00:00:00+00:00,2024-07-21T00:00:00+00:00,oms,2024-07-21T01:00:00+00:00
O00365,C00751,P00184,4,4138.1145,16552.458,delivered,VND,2024-07-21T00:00:00+00:00,2024-07-23T00:00:00+00:00,2024-07-28T00:00:00+00:00,oms,2024-07-28T01:00:00+00:00
O00366,C00678,P00461,4,3097.0446,12388.1784,shipped,VND,2024-02-02T00:00:00+00:00,2024-02-03T00:00:00+00:00,2024-02-07T00:00:00+00:00,shopify,2024-02-07T01:00:00+00:00
O00367,C00855,P00704,7,778.1081,5446.7567,delivered,VND,2024-03-05T00:00:00+00:00,2024-03-12T00:00:00+00:00,2024-03-15T00:00:00+00:00,shopify,2024-03-15T01:00:00+00:00
O00368,C00008,P00176,6,185.2962,1111.7772,pending,VND,2024-06-28T00:00:00+00:00,2024-07-04T00:00:00+00:00,2024-07-11T00:00:00+00:00,oms,2024-07-11T01:00:00+00:00
O00369,C00783,P00162,4,375.333,1501.332,paid,VND,2025-03-01T00:00:00+00:00,2025-03-02T00:00:00+00:00,2025-03-09T00:00:00+00:00,oms,2025-03-09T01:00:00+00:00
O00370,C00273,P00731,9,3571.4743,32143.2687,cancelled,VND,2025-11-24T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-09T00:00:00+00:00,shopify,2025-12-09T01:00:00+00:00
O00371,C00908,P00464,3,4145.5899,12436.7697,paid,VND,2025-08-31T00:00:00+00:00,2025-09-05T00:00:00+00:00,2025-09-15T00:00:00+00:00,shopify,2025-09-15T01:00:00+00:00
O00372,C00436,P00177,10,4185.0832,41850.832,shipped,VND,2025-03-31T00:00:00+00:00,2025-04-03T00:00:00+00:00,2025-04-09T00:00:00+00:00,oms,2025-04-09T01:00:00+00:00
O00373,C00949,P00752,1,989.3856,989.3856,delivered,VND,2024-10-29T00:00:00+00:00,2024-11-02T00:00:00+00:00,2024-11-11T00:00:00+00:00,oms,2024-11-11T01:00:00+00:00
O00374,C00896,P00596,2,3985.043,7970.086,cancelled,VND,2024-05-09T00:00:00+00:00,2024-05-10T00:00:00+00:00,2024-05-14T00:00:00+00:00,oms,2024-05-14T01:00:00+00:00
O00375,C00574,P00491,7,4547.5716,31833.0012,pending,VND,2025-08-17T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-26T00:00:00+00:00,oms,2025-08-26T01:00:00+00:00
O00376,C00552,P00897,4,3996.725,15986.9,cancelled,VND,2024-09-03T00:00:00+00:00,2024-09-04T00:00:00+00:00,2024-09-13T00:00:00+00:00,oms,2024-09-13T01:00:00+00:00
O00377,C00248,P00552,9,427.0037,3843.0333,shipped,VND,2025-06-21T00:00:00+00:00,2025-06-26T00:00:00+00:00,2025-06-28T00:00:00+00:00,shopify,2025-06-28T01:00:00+00:00
O00378,C00341,P00563,3,4142.2694,12426.8082,paid,VND,2024-02-15T00:00:00+00:00,2024-02-19T00:00:00+00:00,2024-02-27T00:00:00+00:00,oms,2024-02-27T01:00:00+00:00
O00379,C00823,P00809,4,3496.8898,13987.5592,cancelled,VND,2024-04-01T00:00:00+00:00,2024-04-06T00:00:00+00:00,2024-04-09T00:00:00+00:00,shopify,2024-04-09T01:00:00+00:00
O00380,C00074,P00433,9,409.9828,3689.8452,shipped,VND,2024-11-25T00:00:00+00:00,2024-11-29T00:00:00+00:00,2024-12-02T00:00:00+00:00,shopify,2024-12-02T01:00:00+00:00
O00381,C00031,P00034,1,3902.4373,3902.4373,pending,VND,2025-11-11T00:00:00+00:00,2025-11-17T00:00:00+00:00,2025-11-18T00:00:00+00:00,oms,2025-11-18T01:00:00+00:00
O00382,C00331,P00169,10,414.5054,4145.054,delivered,VND,2024-07-13T00:00:00+00:00,2024-07-17T00:00:00+00:00,2024-07-19T00:00:00+00:00,shopify,2024-07-19T01:00:00+00:00
O00383,C00059,P00807,10,138.9479,1389.479,delivered,VND,2024-06-02T00:00:00+00:00,2024-06-05T00:00:00+00:00,2024-06-11T00:00:00+00:00,oms,2024-06-11T01:00:00+00:00
O00384,C00814,P00937,9,3231.5791,29084.2119,pending,VND,2024-10-26T00:00:00+00:00,2024-10-29T00:00:00+00:00,2024-11-01T00:00:00+00:00,oms,2024-11-01T01:00:00+00:00
O00385,C00615,P00685,10,2704.6666,27046.666,pending,VND,2024-10-21T00:00:00+00:00,2024-10-25T00:00:00+00:00,2024-11-03T00:00:00+00:00,oms,2024-11-03T01:00:00+00:00
O00386,C00180,P00845,5,2512.063,12560.315,delivered,VND,2024-02-13T00:00:00+00:00,2024-02-16T00:00:00+00:00,2024-02-23T00:00:00+00:00,oms,2024-02-23T01:00:00+00:00
O00387,C00520,P00446,8,140.9943,1127.9544,shipped,VND,2025-09-05T00:00:00+00:00,2025-09-06T00:00:00+00:00,2025-09-07T00:00:00+00:00,oms,2025-09-07T01:00:00+00:00
O00388,C00387,P00354,6,452.5559,2715.3354,paid,VND,2025-06-12T00:00:00+00:00,2025-06-15T00:00:00+00:00,2025-06-24T00:00:00+00:00,shopify,2025-06-24T01:00:00+00:00
O00389,C00387,P00577,2,1186.6509,2373.3018,cancelled,VND,2024-06-01T00:00:00+00:00,2024-06-08T00:00:00+00:00,2024-06-13T00:00:00+00:00,oms,2024-06-13T01:00:00+00:00
O00390,C00330,P00379,1,1837.3911,1837.3911,delivered,VND,2024-06-23T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-10T00:00:00+00:00,oms,2024-07-10T01:00:00+00:00
O00391,C00566,P00732,1,3128.8344,3128.8344,paid,VND,2024-02-24T00:00:00+00:00,2024-02-28T00:00:00+00:00,2024-03-03T00:00:00+00:00,shopify,2024-03-03T01:00:00+00:00
O00392,C00617,P00877,10,2795.7292,27957.292,cancelled,VND,2025-09-24T00:00:00+00:00,2025-09-27T00:00:00+00:00,2025-09-28T00:00:00+00:00,oms,2025-09-28T01:00:00+00:00
O00393,C00129,P00067,1,1346.3753,1346.3753,shipped,VND,2024-02-18T00:00:00+00:00,2024-02-19T00:00:00+00:00,2024-02-26T00:00:00+00:00,oms,2024-02-26T01:00:00+00:00
O00394,C00912,P00570,9,3695.146,33256.314,paid,VND,2024-09-24T00:00:00+00:00,2024-09-30T00:00:00+00:00,2024-10-05T00:00:00+00:00,shopify,2024-10-05T01:00:00+00:00
O00395,C00511,P00902,4,2583.1601,10332.6404,cancelled,VND,2025-01-22T00:00:00+00:00,2025-01-28T00:00:00+00:00,2025-02-01T00:00:00+00:00,oms,2025-02-01T01:00:00+00:00
O00396,C00410,P00275,4,782.7561,3131.0244,cancelled,VND,2024-03-08T00:00:00+00:00,2024-03-10T00:00:00+00:00,2024-03-17T00:00:00+00:00,shopify,2024-03-17T01:00:00+00:00
O00397,C00744,P00175,9,2861.3879,25752.4911,delivered,VND,2025-11-16T00:00:00+00:00,2025-11-22T00:00:00+00:00,2025-11-27T00:00:00+00:00,shopify,2025-11-27T01:00:00+00:00
O00398,C00163,P00022,4,4398.4361,17593.7444,delivered,VND,2024-05-13T00:00:00+00:00,2024-05-16T00:00:00+00:00,2024-05-25T00:00:00+00:00,oms,2024-05-25T01:00:00+00:00
O00399,C00107,P00318,5,420.0197,2100.0985,shipped,VND,2024-02-11T00:00:00+00:00,2024-02-18T00:00:00+00:00,2024-02-25T00:00:00+00:00,shopify,2024-02-25T01:00:00+00:00
O00400,C00161,P00364,6,3790.7135,22744.281,paid,VND,2024-02-13T00:00:00+00:00,2024-02-15T00:00:00+00:00,2024-02-22T00:00:00+00:00,shopify,2024-02-22T01:00:00+00:00
O00401,C00349,P00557,3,1476.2272,4428.6816,delivered,VND,2024-01-24T00:00:00+00:00,2024-01-30T00:00:00+00:00,2024-02-01T00:00:00+00:00,shopify,2024-02-01T01:00:00+00:00
